Firmennummer	Kundennummer	Artikelnummer	Auftragsnummer	Datum	Menge	Verkaufsumsatz	Einkaufsumsatz
118	27562	34980	94234	20230815	9.0	0.0	0.0
902	88303	34980	23354	20230815	70.0	277.2	136.08
956	70571	34980	94752	20230815	50.0	202.2	105.68
927	8545	34980	35536	20230815	10.0	41.4	19.23
593	38499	34980	88896	20230815	40.0	143.52	82.72
196	81546	34980	61781	20230815	20.0	57.36	31.23
927	96870	34980	77137	20230815	70.0	232.68	123.03
781	70334	34980	68594	20230815	30.0	129.25	56.26
414	12305	34980	21880	20230815	10.0	40.2	20.68
593	38499	34980	83107	20230815	30.0	107.64	62.04
220	90969	34980	48577	20230815	8.0	30.14	14.59
927	44401	34980	20855	20230815	10.0	44.64	17.58
414	92874	34980	738	20230815	54.0	201.53	106.1
414	92874	34980	82586	20230815	151.0	563.53	296.69
212	9843	34980	35984	20230815	40.0	186.72	82.72
833	45708	34980	26726	20230816	100.0	391.2	224.88
712	99942	34980	19996	20230816	20.0	84.48	41.36
951	26235	34980	94732	20230816	49.0	218.74	101.34
511	99672	34980	61318	20230816	10.0	44.04	20.68
373	19055	34980	92213	20230816	50.0	223.2	103.4
848	54256	34980	33465	20230816	1.0	Apr 72	02. Jul
927	66633	34980	80581	20230816	30.0	0.0	0.0
956	70571	34980	27048	20230816	50.0	202.2	105.68
373	25919	34980	61540	20230816	50.0	177.6	99.28
833	93189	34980	72025	20230816	10.0	39.12	22.49
804	56182	34980	15516	20230816	2.0	07. Sep	Apr 14
796	90130	34980	36989	20230816	4.0	28.75	Aug 27
127	48107	34980	17901	20230816	6.0	22. Mrz	Nov 46
414	12305	34980	74695	20230816	10.0	40.2	20.68
781	70334	34980	31829	20230816	50.0	215.42	93.76
712	99942	34980	7714	20230816	40.0	168.96	82.72
127	58882	34980	37622	20230816	25.0	105.46	47.72
318	68753	34980	25775	20230816	20.0	98.88	46.05
650	46707	34980	73268	20230816	40.0	154.56	78.59
212	9843	34980	30115	20230816	2.0	Sep 34	Apr 14
460	54959	34980	28403	20230816	20.0	75.36	41.36
951	15850	34980	24753	20230817	2.0	Aug 93	Apr 14
585	39364	34980	18581	20230817	30.0	126.72	62.04
781	32958	34980	2869	20230817	1.0	Apr 48	02. Jul
650	44249	34980	40722	20230817	70.0	248.64	137.54
75	47832	34980	75581	20230817	22.0	81.84	45.5
833	53629	34980	44963	20230817	20.0	78.24	44.98
373	4351	34980	29979	20230817	15.0	62.94	29.47
373	13153	34980	46605	20230817	100.0	399.6	206.8
511	31474	34980	6600	20230817	276.0	1165.82	570.77
650	79959	34980	58870	20230817	6.0	22.61	Nov 79
373	86338	34980	68943	20230817	10.0	44.64	20.68
848	15625	34980	22093	20230817	2.0	Aug 18	Apr 14
593	38499	34980	70051	20230817	40.0	143.52	82.72
781	32958	34980	53620	20230817	17.0	76.09	35.16
781	70334	34980	95384	20230817	100.0	430.85	187.52
781	70334	34980	86707	20230817	100.0	430.85	187.52
902	27862	34980	31918	20230817	50.0	206.98	103.4
373	25919	34980	45855	20230817	100.0	355.2	198.56
927	55832	34980	10094	20230817	300.0	1105.2	527.28
705	14196	34980	27808	20230817	30.0	133.92	58.94
763	48623	34980	42084	20230817	100.0	412.8	196.48
992	76418	34980	35390	20230817	2.0	Jul 56	Mrz 85
511	742	34980	54944	20230818	3.0	Dez 24	Jun 21
127	37116	34980	83540	20230818	33.0	136.22	65.53
127	40405	34980	50834	20230818	1.0	Apr 22	Jan 91
220	65192	34980	49215	20230818	1.0	Mrz 78	Jan 82
127	89863	34980	42118	20230818	200.0	768.0	381.76
902	88303	34980	59105	20230818	24.0	103.68	46.66
650	32677	34980	79164	20230818	45.0	194.94	88.42
903	58737	34980	50978	20230818	20.0	98.88	41.36
243	56434	34980	40447	20230818	200.0	705.6	364.0
796	72149	34980	53387	20230820	25.0	107.7	51.7
242	46800	34980	37045	20230820	50.0	255.6	115.12
212	9843	34980	31583	20230820	40.0	186.72	82.72
650	46707	34980	93109	20230820	50.0	193.2	98.24
705	90433	34980	76523	20230820	28.0	118.27	55.02
585	70941	34980	82863	20230821	50.0	189.0	103.4
833	66515	34980	83504	20230821	130.0	508.56	292.34
705	7282	34980	64327	20230821	10.0	44.64	19.65
409	88110	34980	40113	20230821	48.0	225.79	99.26
127	46714	34980	4267	20230821	6.0	23.47	Nov 91
833	93189	34980	62293	20230821	130.0	508.56	292.34
508	69322	34980	98543	20230821	6.0	27.0	Dez 41
833	29963	34980	51542	20230821	10.0	39.12	22.49
115	84167	34980	98320	20230821	9.0	36.83	18.62
833	5812	34980	89860	20230821	10.0	39.12	22.49
951	19669	34980	19800	20230821	20.0	94.8	41.36
511	36968	34980	16221	20230821	20.0	72.48	34.21
64	10874	34980	60668	20230821	1.0	04. Apr	02. Jul
705	50527	34980	9529	20230821	11.0	51.35	21.62
318	18954	34980	73842	20230821	7.0	0.0	0.0
922	92456	34980	35968	20230821	8.0	30.43	15.72
373	25919	34980	38142	20230821	100.0	355.2	198.56
585	39364	34980	17346	20230821	20.0	84.48	41.36
927	62556	34980	40197	20230821	105.0	381.78	184.55
705	79669	34980	75245	20230821	11.0	44.48	21.62
115	19212	34980	87054	20230821	1.0	05. Nov	02. Jul
508	47864	34980	67304	20230821	20.0	89.76	41.36
115	42767	34980	11981	20230821	1.0	04. Jan	02. Jul
956	25247	34980	65674	20230822	7.0	28.31	14.79
956	25247	34980	72610	20230822	20.0	80.88	42.27
797	78755	34980	56700	20230822	20.0	82.56	41.36
650	30303	34980	73726	20230822	20.0	82.8	39.3
804	56182	34980	53230	20230822	10.0	39.48	20.68
414	84568	34980	77750	20230822	68.0	253.78	140.62
118	18037	34980	68637	20230822	21.0	83.16	43.43
127	46714	34980	8866	20230822	25.0	96.6	49.64
833	45708	34980	47634	20230822	60.0	234.72	134.93
650	90746	34980	75470	20230822	4.0	20. Feb	Jul 86
822	31730	34980	47054	20230822	1.0	04. Mai	02. Jan
951	15329	34980	73728	20230822	5.0	19.56	Sep 93
705	55651	34980	1513	20230822	20.0	84.48	39.3
508	34549	34980	45501	20230822	2.0	Aug 26	Mrz 93
992	76418	34980	16083	20230822	6.0	22.68	Nov 54
127	46714	34980	33960	20230822	52.0	200.93	103.25
705	41252	34980	2087	20230822	2.0	Jul 73	Mrz 93
956	56394	34980	90284	20230822	20.0	86.16	44.02
833	58028	34980	64878	20230822	10.0	39.12	22.49
115	19212	34980	17791	20230822	13.0	58.5	26.89
508	90791	34980	18252	20230822	50.0	216.0	103.4
511	99672	34980	13933	20230822	30.0	132.12	62.04
856	75845	34980	74237	20230822	30.0	123.84	58.94
373	74042	34980	21114	20230822	5.0	22.32	Okt 34
927	70631	34980	5095	20230822	50.0	206.4	87.88
196	81546	34980	4075	20230822	4.0	Nov 42	Jun 25
115	84167	34980	99936	20230822	25.0	102.3	51.7
927	8545	34980	57069	20230823	10.0	41.4	19.23
833	34607	34980	24095	20230823	50.0	195.6	112.44
848	76026	34980	45952	20230823	20.0	125.76	41.36
511	33892	34980	26725	20230823	6.0	26.42	Dez 41
902	88303	34980	96148	20230823	41.0	177.12	79.7
382	43438	34980	22257	20230823	20.0	81.36	39.3
115	19212	34980	19271	20230823	8.0	36.0	16.54
373	25919	34980	34535	20230823	180.0	639.36	357.41
373	23421	34980	61137	20230823	10.0	44.64	20.68
892	22170	34980	39499	20230823	180.0	648.35	353.66
220	59622	34980	73012	20230823	120.0	408.96	218.88
781	70334	34980	94634	20230823	50.0	238.2	103.4
956	56398	34980	11395	20230823	100.0	408.0	207.12
127	94562	34980	44585	20230823	6.0	24.55	Dez 41
650	22541	34980	60036	20230823	360.0	1244.16	707.33
414	40441	34980	18261	20230823	57.0	214.78	117.88
414	40441	34980	70910	20230823	7.0	26.38	14.48
511	37453	34980	63062	20230824	51.0	174.42	87.23
705	34825	34980	34246	20230824	2.0	08. Sep	Mrz 93
585	95484	34980	81532	20230824	60.0	253.44	124.08
127	37116	34980	75502	20230824	200.0	825.6	397.12
927	8545	34980	18782	20230824	10.0	41.4	19.23
220	66217	34980	61699	20230824	100.0	342.0	186.56
892	22170	34980	49666	20230824	30.0	111.96	58.94
414	26080	34980	99393	20230824	100.0	386.4	206.8
705	41912	34980	44957	20230824	50.0	189.34	98.24
115	42767	34980	11116	20230824	3.0	Dez 13	Jun 21
796	80055	34980	64321	20230824	50.0	202.2	103.4
848	978	34980	75165	20230824	3.0	Dez 24	Mai 71
902	89823	34980	79509	20230825	12.0	47.52	24.82
115	19212	34980	88442	20230825	5.0	25.62	Okt 34
903	10078	34980	20690	20230825	15.0	62.1	31.02
373	4351	34980	51786	20230825	20.0	83.93	39.3
903	63810	34980	17997	20230825	10.0	45.0	17.58
781	70334	34980	41365	20230825	100.0	430.85	187.52
796	61740	34980	60806	20230825	60.0	234.0	124.08
914	48235	34980	17558	20230825	200.0	708.0	372.32
196	61446	34980	55523	20230825	2.0	Aug 88	Apr 14
196	21934	34980	13312	20230827	11.0	46.86	22.75
856	15088	34980	5495	20230827	10.0	41.28	19.69
927	70631	34980	25200	20230827	100.0	412.8	175.76
833	53629	34980	93779	20230828	140.0	547.68	314.83
511	36968	34980	813	20230828	20.0	0.0	0.0
902	89823	34980	26214	20230828	20.0	79.2	41.36
593	87526	34980	63400	20230828	1.0	04. Apr	02. Jul
902	89823	34980	91354	20230828	10.0	39.6	20.68
705	41252	34980	53526	20230828	1.0	Mrz 86	Jan 97
951	4342	34980	19649	20230828	1.0	Apr 46	02. Jul
382	4586	34980	47816	20230828	20.0	80.88	39.3
127	59181	34980	51854	20230828	1.0	Mrz 88	02. Jul
833	34934	34980	55198	20230828	10.0	39.12	22.49
902	31421	34980	79574	20230828	3.0	Dez 96	Jun 21
833	5812	34980	77788	20230828	20.0	78.24	44.98
956	56398	34980	26170	20230828	500.0	1932.0	1035.6
460	54959	34980	44315	20230828	100.0	376.8	206.8
848	76026	34980	10883	20230828	20.0	125.76	41.36
856	74515	34980	51809	20230828	1.0	Apr 14	02. Jul
705	90433	34980	16073	20230828	10.0	42.24	19.65
212	9843	34980	9434	20230828	1.0	Apr 67	02. Jul
212	9843	34980	9434	20230828	15.0	70.02	31.02
902	45735	34980	37644	20230828	3.0	14.94	Jun 21
511	64175	34980	40804	20230828	3.0	Okt 76	6.0
511	42144	34980	84302	20230828	30.0	141.84	62.04
508	64376	34980	70042	20230828	20.0	72.96	39.3
705	79669	34980	20461	20230828	40.0	161.76	78.59
318	67665	34980	65008	20230828	5.0	26.28	Nov 51
508	64376	34980	68366	20230828	30.0	109.44	58.94
848	4422	34980	20608	20230828	10.0	44.4	20.68
508	90791	34980	42401	20230828	40.0	167.62	82.72
127	94562	34980	62794	20230828	4.0	16.37	Aug 27
914	48235	34980	20223	20230828	150.0	531.0	279.24
903	15695	34980	29192	20230828	10.0	34.56	16.54
822	34931	34980	55532	20230829	8.0	32.64	16. Mai
822	34931	34980	55532	20230829	31.0	126.48	62.18
196	20988	34980	60832	20230829	46.0	180.71	95.13
585	48878	34980	10111	20230829	30.0	121.32	62.04
127	65158	34980	465	20230829	5.0	19. Mai	Okt 34
593	87526	34980	73493	20230829	2.0	08. Sep	Apr 14
951	18859	34980	7059	20230829	30.0	125.28	62.04
212	92819	34980	71115	20230829	50.0	216.5	103.4
856	74515	34980	41874	20230829	1.0	Apr 14	02. Jul
922	57425	34980	79861	20230829	2.0	Aug 93	Apr 14
511	37453	34980	3587	20230829	45.0	153.9	76.97
856	92300	34980	77874	20230829	1.0	Apr 73	02. Jul
212	92819	34980	67883	20230829	80.0	346.4	165.44
127	25886	34980	61222	20230829	20.0	91.44	41.36
118	88346	34980	69790	20230829	50.0	216.0	98.24
650	32677	34980	88622	20230829	10.0	43.32	19.65
585	48246	34980	32326	20230829	40.0	161.76	82.72
927	73294	34980	53817	20230829	200.0	789.6	351.52
220	59622	34980	40409	20230829	30.0	102.24	54.72
796	41771	34980	32844	20230829	2.0	Jul 73	Mrz 93
373	23926	34980	49765	20230829	6.0	26.78	Nov 79
650	45327	34980	57178	20230829	6.0	24.26	Nov 79
243	56434	34980	13012	20230829	200.0	705.6	364.0
650	30303	34980	74769	20230829	170.0	612.0	334.02
705	21347	34980	66679	20230829	9.0	40.39	17.68
382	55293	34980	57007	20230830	5.0	20.34	Sep 82
650	69853	34980	46813	20230830	20.0	79.2	39.3
903	91940	34980	55819	20230830	10.0	37.8	17.58
705	51561	34980	49273	20230830	1.0	Apr 22	Jan 97
796	7599	34980	46007	20230830	26.0	94.85	51.09
585	62830	34980	31731	20230830	60.0	248.4	124.08
705	22188	34980	99466	20230830	1.0	Apr 46	Jan 97
382	44892	34980	44955	20230830	20.0	90.0	39.3
951	50969	34980	58110	20230830	20.0	86.4	41.36
856	99478	34980	88152	20230830	46.0	179.4	95.13
927	87798	34980	28138	20230830	6.0	26.78	Okt 54
318	54859	34980	77236	20230830	2.0	Nov 33	Apr 61
127	74530	34980	5907	20230830	20.0	90.0	41.36
75	72054	34980	89842	20230830	1.0	Mrz 62	02. Jul
951	23404	34980	70540	20230830	6.0	23.98	Dez 41
220	55063	34980	58021	20230830	1.0	Mrz 42	01. Sep
781	32958	34980	80941	20230830	5.0	22.38	Okt 34
585	62830	34980	3150	20230830	100.0	412.8	206.8
127	94562	34980	84968	20230830	1.0	Apr 13	02. Jul
196	46727	34980	14402	20230830	2.0	Aug 98	Apr 14
914	39976	34980	88240	20230830	1.0	03. Jul	Jan 86
903	15695	34980	40991	20230830	40.0	136.8	66.18
414	14591	34980	18115	20230830	148.0	610.94	306.06
833	93189	34980	79440	20230831	60.0	234.72	134.93
585	39364	34980	92251	20230831	20.0	84.48	41.36
927	28949	34980	42439	20230831	6.0	28.44	Okt 54
902	88303	34980	91713	20230831	30.0	129.6	58.32
927	55832	34980	62793	20230831	20.0	73.68	35.15
705	77327	34980	61336	20230831	30.0	122.76	58.94
414	58676	34980	2193	20230831	10.0	37.8	20.68
781	50261	34980	15162	20230831	3.0	Nov 88	Jun 21
373	58087	34980	82821	20230831	20.0	86.64	39.3
585	62830	34980	35958	20230831	100.0	412.8	206.8
650	14897	34980	34330	20230831	20.0	94.56	39.3
781	6202	34980	48186	20230831	10.0	37.68	20.68
115	84167	34980	10917	20230831	2.0	Aug 26	Apr 14
856	1940	34980	56440	20230901	4.0	20. Feb	Aug 27
903	98456	34980	88031	20230901	10.0	43.08	17.58
585	39364	34980	39394	20230901	50.0	211.2	103.4
951	70984	34980	94833	20230901	30.0	129.96	62.04
29	19023	34980	36635	20230901	100.0	360.0	186.16
118	37746	34980	57335	20230901	20.0	89.28	41.36
914	48235	34980	94959	20230901	200.0	708.0	372.32
927	40190	34980	30476	20230901	36.0	122.69	60.3
373	9307	34980	49383	20230901	20.0	90.0	41.36
927	17493	34980	34875	20230903	40.0	140.16	70.3
508	27121	34980	19384	20230903	90.0	340.2	167.54
705	25775	34980	79732	20230903	16.0	71.04	31.44
763	13178	34980	57780	20230904	50.0	190.8	103.4
414	20142	34980	61975	20230904	2.0	Jul 54	Apr 14
833	71517	34980	70267	20230904	10.0	39.12	22.49
833	34607	34980	92396	20230904	40.0	156.48	89.95
856	56237	34980	4984	20230904	10.0	41.4	20.68
712	99942	34980	12101	20230904	30.0	126.72	62.04
796	7599	34980	77945	20230904	11.0	40.13	21.62
902	88303	34980	36470	20230904	40.0	172.8	77.76
511	64175	34980	68805	20230904	67.0	241.2	114.6
585	84616	34980	16622	20230904	10.0	40.44	20.68
118	23912	34980	42807	20230904	24.0	108.0	49.63
511	64175	34980	59460	20230904	300.0	1080.0	513.12
764	80095	34980	37397	20230904	50.0	215.4	111.8
722	41346	34980	67765	20230904	10.0	44.64	19.65
903	15695	34980	11010	20230904	80.0	273.6	132.35
927	96870	34980	54312	20230904	50.0	166.2	87.88
508	35451	34980	27734	20230904	17.0	80.78	33.4
822	17692	34980	99901	20230904	60.0	258.48	120.34
781	70334	34980	572	20230904	60.0	258.5	112.51
796	54052	34980	46957	20230904	1.0	04. Apr	02. Jul
414	69109	34980	30555	20230904	1.0	0.0	02. Jul
585	62830	34980	33379	20230904	100.0	412.8	206.8
508	27121	34980	38519	20230904	200.0	756.0	372.32
382	78246	34980	90305	20230905	7.0	28.48	13.75
722	55628	34980	97286	20230905	20.0	84.48	39.3
414	92874	34980	6916	20230905	20.0	74.64	39.3
585	48878	34980	80393	20230905	4.0	16.18	Aug 27
511	99672	34980	20838	20230905	10.0	44.04	20.68
992	3813	34980	87962	20230905	20.0	73.68	38.46
373	25919	34980	34190	20230905	100.0	355.2	198.56
927	62556	34980	82236	20230905	57.0	207.25	100.18
650	69853	34980	94245	20230905	27.0	113.08	53.05
511	11670	34980	49898	20230905	3.0	13. Mai	Jun 21
414	41221	34980	41847	20230905	60.0	231.84	124.08
796	30514	34980	9619	20230905	5.0	19.74	Sep 82
927	70631	34980	79998	20230905	100.0	412.8	175.76
796	54052	34980	7246	20230905	1.0	04. Apr	02. Jul
796	87036	34980	63950	20230905	20.0	82.32	41.36
650	90608	34980	424	20230905	30.0	126.72	58.94
956	62645	34980	89199	20230905	10.0	41.28	21.64
951	18859	34980	58085	20230905	20.0	83.52	41.36
848	14280	34980	82540	20230905	1.0	04. Sep	02. Jul
585	62830	34980	25480	20230905	99.0	408.67	204.74
127	2265	34980	51218	20230905	10.0	49.24	20.68
127	37116	34980	56206	20230905	150.0	619.2	297.84
914	48235	34980	83341	20230905	400.0	1416.0	744.64
712	99942	34980	17895	20230905	40.0	168.96	82.72
127	16644	34980	36335	20230906	20.0	80.88	41.36
705	69428	34980	60609	20230906	30.0	132.12	58.94
833	29963	34980	41777	20230906	20.0	78.24	44.98
511	36905	34980	91491	20230906	10.0	41.28	20.68
511	53912	34980	2149	20230906	1.0	0.0	0.0
833	71517	34980	83330	20230906	10.0	39.12	22.49
508	64376	34980	89171	20230906	20.0	72.96	39.3
242	75082	34980	99693	20230906	2.0	Okt 51	Apr 61
585	62830	34980	47329	20230906	1.0	Apr 13	02. Jul
508	19003	34980	91346	20230906	22.0	87.12	45.5
856	98312	34980	60084	20230906	1.0	04. Sep	02. Jul
833	45708	34980	29073	20230906	10.0	39.12	22.49
705	16181	34980	53691	20230906	20.0	89.28	39.3
414	58676	34980	29000	20230906	50.0	189.0	103.4
508	65476	34980	73451	20230906	30.0	107.28	55.85
705	43895	34980	92609	20230906	2.0	Aug 93	Mrz 93
705	95617	34980	90544	20230906	14.0	51.58	27. Mai
373	25919	34980	95803	20230906	100.0	355.2	198.56
650	46707	34980	91328	20230906	30.0	115.92	58.94
781	32958	34980	1895	20230906	10.0	42.53	20.68
903	15695	34980	31096	20230906	20.0	69.12	33.09
508	29977	34980	70277	20230906	20.0	94.56	41.36
781	70334	34980	72358	20230906	100.0	430.85	187.52
460	54959	34980	38633	20230906	50.0	188.4	103.4
833	66515	34980	36193	20230907	20.0	78.24	44.98
796	21103	34980	21727	20230907	20.0	82.8	41.36
722	55628	34980	43769	20230907	3.0	13.0	05. Sep
373	65264	34980	33046	20230907	20.0	86.64	41.36
705	16181	34980	86163	20230907	20.0	89.28	39.3
243	38443	34980	34941	20230907	30.0	102.24	54.6
956	28866	34980	1039	20230907	78.0	311.69	166.98
951	72312	34980	60281	20230907	80.0	284.16	165.44
927	59955	34980	57973	20230907	3.0	15. Jan	Jun 21
585	724	34980	60943	20230907	20.0	84.48	41.36
585	62830	34980	62955	20230907	30.0	123.84	62.04
511	64175	34980	67370	20230907	8.0	28. Aug	13.68
927	55832	34980	10584	20230907	100.0	368.4	175.76
118	40039	34980	26071	20230907	44.0	156.29	82.79
414	92874	34980	18157	20230907	34.0	126.89	66.8
220	66217	34980	26471	20230907	100.0	342.0	186.56
196	30632	34980	50760	20230907	360.0	1166.4	655.2
705	87682	34980	96775	20230908	10.0	38.64	19.65
29	19023	34980	64664	20230908	100.0	360.0	186.16
914	39976	34980	93445	20230908	1.0	0.0	0.0
903	60851	34980	30094	20230908	20.0	78.96	35.15
796	16469	34980	70351	20230908	10.0	41.4	20.68
951	50969	34980	82488	20230908	5.0	21. Jun	Okt 34
220	7683	34980	56475	20230908	52.0	186.58	107.54
508	4472	34980	87208	20230908	40.0	165.12	82.72
927	87798	34980	17741	20230908	1.0	Apr 46	Jan 76
908	51736	34980	57085	20230908	10.0	0.0	0.0
127	57908	34980	96669	20230908	10.0	0.0	0.0
903	1500	34980	98874	20230908	2.0	Sep 53	Mrz 51
414	58676	34980	13632	20230908	40.0	151.2	82.72
903	15695	34980	39513	20230908	100.0	342.0	165.44
585	62830	34980	62067	20230910	20.0	82.56	41.36
196	28593	34980	50382	20230910	70.0	292.32	144.76
856	33931	34980	57977	20230910	10.0	41.76	20.68
722	77557	34980	16393	20230910	30.0	129.96	58.94
705	19569	34980	75340	20230910	50.0	200.4	98.24
833	5812	34980	85212	20230911	10.0	39.12	22.49
242	26593	34980	25689	20230911	1.0	Apr 85	02. Mrz
338	90568	34980	88265	20230911	14.0	60.31	28.95
833	93189	34980	69230	20230911	80.0	312.96	179.9
922	49155	34980	35526	20230911	7.0	30.32	14.48
902	88303	34980	65393	20230911	20.0	0.0	0.0
903	15695	34980	71634	20230911	2.0	Jun 91	Mrz 31
848	24997	34980	76863	20230911	10.0	45.24	20.68
650	8047	34980	21068	20230911	20.0	89.28	39.3
511	64175	34980	63554	20230911	200.0	720.0	342.08
127	46714	34980	55527	20230911	42.0	162.29	83.39
796	36610	34980	13800	20230911	49.0	233.44	101.34
796	98168	34980	78839	20230911	4.0	14.74	Jul 86
373	96819	34980	20670	20230911	1.0	Apr 33	Jan 97
856	75845	34980	17313	20230911	50.0	206.4	98.24
511	64175	34980	58094	20230911	8.0	28. Aug	13.68
243	72531	34980	74722	20230911	1.0	Apr 76	Jan 82
508	34549	34980	6285	20230911	10.0	41.28	19.65
650	92906	34980	62938	20230911	4.0	16. Sep	Jul 86
511	16988	34980	20057	20230911	10.0	44.04	17. Jan
722	55628	34980	57007	20230911	20.0	86.64	39.3
373	33067	34980	50075	20230911	5.0	23.76	10. Mrz
951	16086	34980	91400	20230911	5.0	21.54	Okt 34
196	28593	34980	46568	20230911	20.0	84.48	41.36
797	78755	34980	7907	20230911	2.0	Aug 26	Apr 14
712	99942	34980	39855	20230911	40.0	168.96	82.72
127	67304	34980	88090	20230912	10.0	46.68	19.86
722	27030	34980	61336	20230912	6.0	26.78	Nov 79
903	59625	34980	18676	20230912	6.0	43.13	Dez 41
414	12305	34980	64421	20230912	30.0	120.6	62.04
848	68925	34980	68179	20230912	25.0	104.1	51.7
796	98168	34980	79342	20230912	300.0	957.6	517.68
722	31087	34980	13370	20230912	2.0	Aug 93	Mrz 93
833	34934	34980	94410	20230912	130.0	482.04	292.34
951	69389	34980	46819	20230912	15.0	60.66	31.02
220	98947	34980	13638	20230912	100.0	346.8	182.4
650	29691	34980	97491	20230912	200.0	691.2	392.96
511	11670	34980	26560	20230912	3.0	0.0	Jun 21
833	32996	34980	40716	20230912	60.0	222.48	134.93
511	36968	34980	335	20230912	200.0	645.6	342.08
856	29656	34980	56296	20230912	20.0	78.0	41.36
650	26725	34980	21385	20230912	20.0	78.0	39.3
796	98168	34980	22764	20230912	160.0	510.72	276.1
511	8943	34980	38404	20230912	35.0	126.0	59.86
914	87364	34980	14337	20230912	100.0	439.2	192.16
705	31232	34980	85529	20230912	80.0	313.92	157.18
115	69630	34980	68533	20230912	41.0	198.77	84.79
705	41255	34980	68125	20230912	30.0	126.72	58.94
856	29656	34980	88324	20230912	20.0	78.0	41.36
127	21832	34980	94241	20230912	2.0	Aug 88	Apr 14
848	978	34980	50851	20230912	14.0	55.9	26.65
705	7282	34980	12848	20230912	10.0	44.64	19.65
511	12089	34980	93186	20230912	60.0	228.96	124.08
856	74515	34980	24427	20230912	18.0	74.3	37.22
460	54959	34980	18341	20230912	100.0	376.8	206.8
796	44497	34980	37236	20230913	40.0	194.88	82.72
722	55628	34980	11251	20230913	10.0	43.32	19.65
242	75082	34980	57129	20230913	2.0	Okt 51	Apr 61
833	53629	34980	17672	20230913	50.0	185.4	112.44
902	76859	34980	15190	20230913	1.0	04. Apr	02. Jul
951	3642	34980	29693	20230913	70.0	306.23	144.76
705	89623	34980	46776	20230913	2.0	Aug 64	Mrz 93
585	48246	34980	1879	20230913	4.0	16.18	Aug 27
833	71517	34980	78397	20230913	40.0	148.32	89.95
856	81525	34980	12424	20230913	1.0	Apr 74	02. Jul
796	98168	34980	17171	20230913	300.0	0.0	0.0
796	16469	34980	3281	20230913	6.0	24.84	Dez 41
511	64175	34980	10252	20230913	500.0	1800.0	855.2
220	59622	34980	87581	20230913	60.0	204.48	111.94
650	45327	34980	48174	20230913	5.0	20.22	Sep 82
511	99672	34980	50441	20230913	20.0	88.08	41.36
508	35451	34980	12525	20230913	1.0	Apr 75	Jan 97
373	2527	34980	66975	20230913	10.0	43.2	20.68
722	31087	34980	74544	20230914	4.0	17.86	Jul 86
722	27030	34980	53358	20230914	8.0	35.71	15.72
511	742	34980	92336	20230914	4.0	16.37	Aug 27
382	44892	34980	7934	20230914	20.0	90.0	41.36
722	96032	34980	77192	20230914	2.0	Aug 93	Mrz 93
585	48878	34980	48463	20230914	23.0	93.01	47.57
705	27907	34980	15816	20230914	80.0	357.12	157.18
705	16181	34980	98628	20230914	20.0	89.28	39.3
848	978	34980	18161	20230914	10.0	41.16	19. Mrz
848	95441	34980	70491	20230914	8.0	31.2	16.54
373	83212	34980	33838	20230914	100.0	432.0	196.48
118	37746	34980	44474	20230914	20.0	86.4	41.36
650	32677	34980	86580	20230914	40.0	173.28	78.59
856	84329	34980	66667	20230914	10.0	38.16	20.68
927	96870	34980	9675	20230914	30.0	99.72	52.73
373	25919	34980	59298	20230914	100.0	355.2	198.56
705	84597	34980	72116	20230914	2.0	Aug 93	Mrz 93
781	70334	34980	914	20230914	20.0	86.17	37.5
796	21103	34980	87049	20230915	20.0	82.8	41.36
585	48878	34980	99328	20230915	5.0	20.22	Okt 34
508	70014	34980	14261	20230915	6.0	22.68	Dez 41
382	4586	34980	60339	20230915	40.0	161.76	82.72
833	93189	34980	65718	20230915	30.0	111.24	67.46
902	89823	34980	84197	20230915	60.0	237.6	124.08
848	35175	34980	97120	20230915	50.0	205.2	103.4
414	17375	34980	2434	20230915	110.0	425.04	227.48
856	84329	34980	31427	20230915	10.0	38.16	20.68
951	18859	34980	22902	20230917	50.0	208.8	103.4
585	17330	34980	9529	20230917	2.0	Aug 45	Apr 14
951	18859	34980	53310	20230917	20.0	83.52	41.36
220	90969	34980	50782	20230917	13.0	48.98	23.71
992	98078	34980	81343	20230918	30.0	111.6	57.7
722	31087	34980	10458	20230918	1.0	Apr 46	Jan 97
705	51561	34980	25555	20230918	2.0	Aug 45	Mrz 93
414	92874	34980	44815	20230918	33.0	123.16	64.84
29	19023	34980	85095	20230918	100.0	360.0	186.16
196	20988	34980	87725	20230918	55.0	216.06	113.74
382	55293	34980	70145	20230918	8.0	32.54	16.54
118	40039	34980	69653	20230918	145.0	515.04	272.83
382	55293	34980	72084	20230918	2.0	Aug 14	Apr 14
722	46332	34980	24241	20230918	1500.0	6137.36	2792.4
903	91940	34980	33987	20230918	20.0	75.6	35.15
373	25919	34980	20183	20230918	100.0	355.2	198.56
922	15323	34980	41981	20230918	4.0	20.21	Aug 27
903	15695	34980	49152	20230918	30.0	103.68	49.63
373	88125	34980	55185	20230918	20.0	86.4	41.36
414	23077	34980	55372	20230918	21.0	78.37	43.43
856	99478	34980	17681	20230918	32.0	124.8	66.18
373	27985	34980	70383	20230918	8.0	34.66	15.72
414	12305	34980	90755	20230918	100.0	394.8	206.8
992	3813	34980	18508	20230918	40.0	147.36	76.93
460	54959	34980	53673	20230918	20.0	75.36	41.36
242	75082	34980	4762	20230919	2.0	Okt 51	Apr 61
